date,location_id,lat,lon,pr_mm_per_day
2010-01-05,01117420,41.476641,-71.604763,0.0
2010-01-05,01117430,41.446086,-71.621153,0.0
2010-01-05,01117468,41.492592,-71.628119,0.0
2010-01-05,01117500,41.444975,-71.680877,0.0
2010-01-05,01117800,41.57398,-71.720622,0.0
2010-01-05,01118000,41.498147,-71.716455,0.0
2010-01-05,01118300,41.474814,-71.834235,0.0
2010-01-05,01118500,41.385254,-71.832549,0.0
2010-01-05,01123360,42.108366,-72.12613,0.0
2010-01-05,01123600,42.082611,-72.05838,0.0
2010-01-05,01124000,42.022193,-71.955604,0.0
2010-01-05,01124151,41.943558,-71.899596,0.0
2010-01-05,01125100,41.978455,-71.900513,0.0
2010-01-05,01125490,41.927836,-71.930008,0.0
2010-01-05,01125500,41.909466,-71.913863,0.0
2010-01-05,01127000,41.597483,-71.984094,0.0
2010-01-05,8444069,42.340862,-71.01234,0.03593028061013181
2010-01-05,8447386,41.7043,-71.1641,0.022497929247683984
2010-01-05,8447387,41.705,-71.1733,0.02339534086315006
2010-01-05,8447412,41.695835,-71.17983,0.029221300403905602
2010-01-05,8447627,41.624443,-70.90544,0.06315636818358222
2010-01-05,8447636,41.6212,-70.9137,0.05887065571990999
2010-01-05,8452314,41.605118,-71.30424,0.032369560478242625
2010-01-05,8452660,41.504333,-71.32614,0.0
2010-01-05,8452944,41.7167,-71.3433,0.015654187074116734
2010-01-05,8452951,41.637165,-71.33928,0.04202711823351285
2010-01-05,8453662,41.785694,-71.38308,0.0
2010-01-05,8454000,41.807167,-71.400665,0.0
2010-01-05,8454123,41.61122,-71.41031,0.010933523732918513
2010-01-05,8461490,41.371666,-72.09556,0.0
2010-01-06,01108000,41.933982,-70.95643,0.0
2010-01-06,01108410,41.89969,-71.089466,0.0
2010-01-06,01109000,41.947592,-71.176715,0.0
2010-01-06,01109060,41.866204,-71.122823,0.0
2010-01-06,01109070,41.84037,-71.142823,0.0
2010-01-06,01109403,41.830925,-71.350331,0.0
2010-01-06,01109730,42.188975,-71.765069,0.14594983219666047
2010-01-06,01110000,42.230363,-71.710902,0.0
2010-01-06,01111212,42.054811,-71.616453,0.0
2010-01-06,01111300,41.981201,-71.6859,0.0
2010-01-06,01111500,41.996479,-71.562007,0.0
2010-01-06,01112500,42.006478,-71.502561,0.0
2010-01-06,01113895,41.888424,-71.381444,0.0
2010-01-06,01114000,41.83398,-71.410611,0.0
2010-01-06,01114500,41.85898,-71.487282,0.0
2010-01-06,01115098,41.852591,-71.606175,0.0
2010-01-06,01115110,41.845646,-71.609508,0.0
2010-01-06,01115114,41.837591,-71.612008,0.0
2010-01-06,01115170,41.840924,-71.584507,0.0
2010-01-06,01115183,41.797591,-71.584785,0.0
2010-01-06,01115185,41.836201,-71.722568,0.0
2010-01-06,01115187,41.818702,-71.705067,0.0
2010-01-06,01115190,41.822313,-71.700345,0.0
2010-01-06,01115265,41.790646,-71.698678,0.0
2010-01-06,01115276,41.785369,-71.667288,0.0
2010-01-06,01115278,41.796791,-71.66943,0.0
2010-01-06,01115280,41.80398,-71.649787,0.0
2010-01-06,01115500,41.732869,-71.549784,0.0
2010-01-06,01115630,41.626758,-71.632564,0.0
2010-01-06,01116000,41.690092,-71.565895,0.0
